Station,Drainage,State,County,Quad,Reach,RM_Start,Locality,UTM_Zone,UTM_Easting,UTM_Northing,Date Collected,Sampling_Period,Effort m^2,NelsonNum,Family,Genus,Species,Species_Codes,SumOfSPEC,Project
RKD17-160,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,116.2,"Rio Grande, directly below San Acacia Diversion Dam, San Acacia.",13,326162,3791977,10/3/2017,201710,532.95,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,2,Hybognathus Amarus Population Monitoring
RKD17-161,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,116.8,"Rio Grande, ca. 0.6 miles upstream of San Acacia Diversion Dam, San Acacia",13,327902,3792603,10/3/2017,201710,561.25,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,1,Hybognathus Amarus Population Monitoring
RKD17-161,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,116.8,"Rio Grande, ca. 0.6 miles upstream of San Acacia Diversion Dam, San Acacia",13,327902,3792603,10/3/2017,201710,561.25,76,Cyprinidae,Hybognathus,amarus,HYBAMA,260,Hybognathus Amarus Population Monitoring
RKD17-161,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,116.8,"Rio Grande, ca. 0.6 miles upstream of San Acacia Diversion Dam, San Acacia",13,327902,3792603,10/3/2017,201710,561.25,76,Cyprinidae,Platygobio,gracilis,PLAGRA,35,Hybognathus Amarus Population Monitoring
RKD17-161,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,116.8,"Rio Grande, ca. 0.6 miles upstream of San Acacia Diversion Dam, San Acacia",13,327902,3792603,10/3/2017,201710,561.25,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,2,Hybognathus Amarus Population Monitoring
RKD17-162,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13,331094,3805229,10/4/2017,201710,480,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,34,Hybognathus Amarus Population Monitoring
RKD17-162,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13,331094,3805229,10/4/2017,201710,480,76,Cyprinidae,Hybognathus,amarus,HYBAMA,23,Hybognathus Amarus Population Monitoring
RKD17-162,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13,331094,3805229,10/4/2017,201710,480,81,Catostomidae,Carpiodes,carpio,CARCAR,1,Hybognathus Amarus Population Monitoring
RKD17-162,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13,331094,3805229,10/4/2017,201710,480,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,93,Hybognathus Amarus Population Monitoring
RKD17-162,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13,331094,3805229,10/4/2017,201710,480,212,Poeciliidae,Gambusia,affinis,GAMAFF,12,Hybognathus Amarus Population Monitoring
RKD17-163,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13,334604,3809726,10/4/2017,201710,535.8,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,208,Hybognathus Amarus Population Monitoring
RKD17-163,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13,334604,3809726,10/4/2017,201710,535.8,76,Cyprinidae,Cyprinus,carpio,CYPCAR,1,Hybognathus Amarus Population Monitoring
RKD17-163,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13,334604,3809726,10/4/2017,201710,535.8,76,Cyprinidae,Hybognathus,amarus,HYBAMA,30,Hybognathus Amarus Population Monitoring
RKD17-163,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13,334604,3809726,10/4/2017,201710,535.8,76,Cyprinidae,Platygobio,gracilis,PLAGRA,5,Hybognathus Amarus Population Monitoring
RKD17-163,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13,334604,3809726,10/4/2017,201710,535.8,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,60,Hybognathus Amarus Population Monitoring
RKD17-163,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,130.6,"Rio Grande, at US HWY 60 bridge crossing, Bernardo.",13,334604,3809726,10/4/2017,201710,535.8,212,Poeciliidae,Gambusia,affinis,GAMAFF,61,Hybognathus Amarus Population Monitoring
RKD17-164,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13,338136,3827329,10/4/2017,201710,584.25,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,316,Hybognathus Amarus Population Monitoring
RKD17-164,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13,338136,3827329,10/4/2017,201710,584.25,76,Cyprinidae,Cyprinus,carpio,CYPCAR,11,Hybognathus Amarus Population Monitoring
RKD17-164,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13,338136,3827329,10/4/2017,201710,584.25,76,Cyprinidae,Hybognathus,amarus,HYBAMA,185,Hybognathus Amarus Population Monitoring
RKD17-164,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13,338136,3827329,10/4/2017,201710,584.25,76,Cyprinidae,Pimephales,promelas,PIMPRO,1,Hybognathus Amarus Population Monitoring
RKD17-164,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13,338136,3827329,10/4/2017,201710,584.25,93,Ictaluridae,Ameiurus,natalis,AMENAT,2,Hybognathus Amarus Population Monitoring
RKD17-164,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13,338136,3827329,10/4/2017,201710,584.25,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,115,Hybognathus Amarus Population Monitoring
RKD17-164,RIO GRANDE,NEW MEXICO,VALENCIA,Veguita,Isleta,143.2,"Rio Grande, ca. 2.2 miles upstream of NM State HWY 346 bridge crossing, Jarales.",13,338136,3827329,10/4/2017,201710,584.25,212,Poeciliidae,Gambusia,affinis,GAMAFF,109,Hybognathus Amarus Population Monitoring
RKD17-165,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13,339972,3837061,10/4/2017,201710,520.05,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,84,Hybognathus Amarus Population Monitoring
RKD17-165,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13,339972,3837061,10/4/2017,201710,520.05,76,Cyprinidae,Cyprinus,carpio,CYPCAR,8,Hybognathus Amarus Population Monitoring
RKD17-165,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13,339972,3837061,10/4/2017,201710,520.05,76,Cyprinidae,Hybognathus,amarus,HYBAMA,61,Hybognathus Amarus Population Monitoring
RKD17-165,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13,339972,3837061,10/4/2017,201710,520.05,76,Cyprinidae,Pimephales,promelas,PIMPRO,3,Hybognathus Amarus Population Monitoring
RKD17-165,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13,339972,3837061,10/4/2017,201710,520.05,76,Cyprinidae,Platygobio,gracilis,PLAGRA,2,Hybognathus Amarus Population Monitoring
RKD17-165,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13,339972,3837061,10/4/2017,201710,520.05,81,Catostomidae,Carpiodes,carpio,CARCAR,3,Hybognathus Amarus Population Monitoring
RKD17-165,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13,339972,3837061,10/4/2017,201710,520.05,93,Ictaluridae,Ameiurus,natalis,AMENAT,2,Hybognathus Amarus Population Monitoring
RKD17-165,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13,339972,3837061,10/4/2017,201710,520.05,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,148,Hybognathus Amarus Population Monitoring
RKD17-165,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13,339972,3837061,10/4/2017,201710,520.05,212,Poeciliidae,Gambusia,affinis,GAMAFF,24,Hybognathus Amarus Population Monitoring
RKD17-165,RIO GRANDE,NEW MEXICO,VALENCIA,Tome,Isleta,151.5,"Rio Grande, ca. 1.0 miles upstream of NM State HWY 309/6 bridge crossing, Belen.",13,339972,3837061,10/4/2017,201710,520.05,294,Centrarchidae,Pomoxis,annularis,POMANN,1,Hybognathus Amarus Population Monitoring
RKD17-166,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13,342898,3852531,10/4/2017,201710,563.35,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,332,Hybognathus Amarus Population Monitoring
RKD17-166,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13,342898,3852531,10/4/2017,201710,563.35,76,Cyprinidae,Cyprinus,carpio,CYPCAR,9,Hybognathus Amarus Population Monitoring
RKD17-166,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13,342898,3852531,10/4/2017,201710,563.35,76,Cyprinidae,Hybognathus,amarus,HYBAMA,59,Hybognathus Amarus Population Monitoring
RKD17-166,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13,342898,3852531,10/4/2017,201710,563.35,76,Cyprinidae,Pimephales,promelas,PIMPRO,3,Hybognathus Amarus Population Monitoring
RKD17-166,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13,342898,3852531,10/4/2017,201710,563.35,76,Cyprinidae,Platygobio,gracilis,PLAGRA,6,Hybognathus Amarus Population Monitoring
RKD17-166,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13,342898,3852531,10/4/2017,201710,563.35,81,Catostomidae,Carpiodes,carpio,CARCAR,1,Hybognathus Amarus Population Monitoring
RKD17-166,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13,342898,3852531,10/4/2017,201710,563.35,93,Ictaluridae,Ameiurus,natalis,AMENAT,1,Hybognathus Amarus Population Monitoring
RKD17-166,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13,342898,3852531,10/4/2017,201710,563.35,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,75,Hybognathus Amarus Population Monitoring
RKD17-166,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13,342898,3852531,10/4/2017,201710,563.35,212,Poeciliidae,Gambusia,affinis,GAMAFF,64,Hybognathus Amarus Population Monitoring
RKD17-166,RIO GRANDE,NEW MEXICO,VALENCIA,Los Lunas,Isleta,161.4,"Rio Grande, at Los Lunas Bridge crossing (NM State HWY 49), Los Lunas.",13,342898,3852531,10/4/2017,201710,563.35,294,Centrarchidae,Pomoxis,annularis,POMANN,1,Hybognathus Amarus Population Monitoring
RKD17-167,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13,347554,3877163,10/5/2017,201710,496.55,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,74,Hybognathus Amarus Population Monitoring
RKD17-167,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13,347554,3877163,10/5/2017,201710,496.55,76,Cyprinidae,Cyprinus,carpio,CYPCAR,1,Hybognathus Amarus Population Monitoring
RKD17-167,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13,347554,3877163,10/5/2017,201710,496.55,76,Cyprinidae,Hybognathus,amarus,HYBAMA,252,Hybognathus Amarus Population Monitoring
RKD17-167,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13,347554,3877163,10/5/2017,201710,496.55,76,Cyprinidae,Pimephales,promelas,PIMPRO,10,Hybognathus Amarus Population Monitoring
RKD17-167,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13,347554,3877163,10/5/2017,201710,496.55,76,Cyprinidae,Platygobio,gracilis,PLAGRA,39,Hybognathus Amarus Population Monitoring
RKD17-167,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13,347554,3877163,10/5/2017,201710,496.55,81,Catostomidae,Carpiodes,carpio,CARCAR,7,Hybognathus Amarus Population Monitoring
RKD17-167,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13,347554,3877163,10/5/2017,201710,496.55,81,Catostomidae,Catostomus,commersonii,CATCOM,3,Hybognathus Amarus Population Monitoring
RKD17-167,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13,347554,3877163,10/5/2017,201710,496.55,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,144,Hybognathus Amarus Population Monitoring
RKD17-167,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13,347554,3877163,10/5/2017,201710,496.55,212,Poeciliidae,Gambusia,affinis,GAMAFF,9,Hybognathus Amarus Population Monitoring
RKD17-168,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13,346840,3884094,10/5/2017,201710,543.3,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,28,Hybognathus Amarus Population Monitoring
RKD17-168,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13,346840,3884094,10/5/2017,201710,543.3,76,Cyprinidae,Hybognathus,amarus,HYBAMA,16,Hybognathus Amarus Population Monitoring
RKD17-168,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13,346840,3884094,10/5/2017,201710,543.3,76,Cyprinidae,Platygobio,gracilis,PLAGRA,17,Hybognathus Amarus Population Monitoring
RKD17-168,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13,346840,3884094,10/5/2017,201710,543.3,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,1,Hybognathus Amarus Population Monitoring
RKD17-168,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13,346840,3884094,10/5/2017,201710,543.3,81,Catostomidae,Carpiodes,carpio,CARCAR,1,Hybognathus Amarus Population Monitoring
RKD17-168,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13,346840,3884094,10/5/2017,201710,543.3,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,30,Hybognathus Amarus Population Monitoring
RKD17-168,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13,346840,3884094,10/5/2017,201710,543.3,212,Poeciliidae,Gambusia,affinis,GAMAFF,4,Hybognathus Amarus Population Monitoring
RKD17-169,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13,363811,3916006,10/5/2017,201710,334.9,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,6,Hybognathus Amarus Population Monitoring
RKD17-169,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13,363811,3916006,10/5/2017,201710,334.9,76,Cyprinidae,Pimephales,promelas,PIMPRO,2,Hybognathus Amarus Population Monitoring
RKD17-169,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13,363811,3916006,10/5/2017,201710,334.9,76,Cyprinidae,Platygobio,gracilis,PLAGRA,36,Hybognathus Amarus Population Monitoring
RKD17-169,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13,363811,3916006,10/5/2017,201710,334.9,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,43,Hybognathus Amarus Population Monitoring
RKD17-169,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13,363811,3916006,10/5/2017,201710,334.9,81,Catostomidae,Catostomus,commersonii,CATCOM,6,Hybognathus Amarus Population Monitoring
RKD17-169,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13,363811,3916006,10/5/2017,201710,334.9,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,48,Hybognathus Amarus Population Monitoring
RKD17-169,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13,363811,3916006,10/5/2017,201710,334.9,212,Poeciliidae,Gambusia,affinis,GAMAFF,6,Hybognathus Amarus Population Monitoring
RKD17-169,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13,363811,3916006,10/5/2017,201710,334.9,294,Centrarchidae,Lepomis,cyanellus,LEPCYA,2,Hybognathus Amarus Population Monitoring
RKD17-169,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13,363811,3916006,10/5/2017,201710,334.9,294,Centrarchidae,Micropterus,salmoides,MICSAL,1,Hybognathus Amarus Population Monitoring
RKD17-169,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13,363811,3916006,10/5/2017,201710,334.9,295,Percidae,Sander,vitreus,SANVIT,1,Hybognathus Amarus Population Monitoring
RKD17-170,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13,358543,3909722,10/5/2017,201710,611.45,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,9,Hybognathus Amarus Population Monitoring
RKD17-170,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13,358543,3909722,10/5/2017,201710,611.45,76,Cyprinidae,Cyprinus,carpio,CYPCAR,1,Hybognathus Amarus Population Monitoring
RKD17-170,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13,358543,3909722,10/5/2017,201710,611.45,76,Cyprinidae,Hybognathus,amarus,HYBAMA,79,Hybognathus Amarus Population Monitoring
RKD17-170,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13,358543,3909722,10/5/2017,201710,611.45,76,Cyprinidae,Pimephales,promelas,PIMPRO,1,Hybognathus Amarus Population Monitoring
RKD17-170,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13,358543,3909722,10/5/2017,201710,611.45,76,Cyprinidae,Platygobio,gracilis,PLAGRA,14,Hybognathus Amarus Population Monitoring
RKD17-170,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13,358543,3909722,10/5/2017,201710,611.45,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,10,Hybognathus Amarus Population Monitoring
RKD17-170,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13,358543,3909722,10/5/2017,201710,611.45,81,Catostomidae,Catostomus,commersonii,CATCOM,3,Hybognathus Amarus Population Monitoring
RKD17-170,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13,358543,3909722,10/5/2017,201710,611.45,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,36,Hybognathus Amarus Population Monitoring
RKD17-170,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13,358543,3909722,10/5/2017,201710,611.45,212,Poeciliidae,Gambusia,affinis,GAMAFF,1,Hybognathus Amarus Population Monitoring
RKD17-171,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13,354772,3905355,10/5/2017,201710,473.7,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,17,Hybognathus Amarus Population Monitoring
RKD17-171,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13,354772,3905355,10/5/2017,201710,473.7,76,Cyprinidae,Hybognathus,amarus,HYBAMA,48,Hybognathus Amarus Population Monitoring
RKD17-171,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13,354772,3905355,10/5/2017,201710,473.7,76,Cyprinidae,Platygobio,gracilis,PLAGRA,12,Hybognathus Amarus Population Monitoring
RKD17-171,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13,354772,3905355,10/5/2017,201710,473.7,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,3,Hybognathus Amarus Population Monitoring
RKD17-171,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13,354772,3905355,10/5/2017,201710,473.7,81,Catostomidae,Catostomus,commersonii,CATCOM,5,Hybognathus Amarus Population Monitoring
RKD17-171,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13,354772,3905355,10/5/2017,201710,473.7,93,Ictaluridae,Ameiurus,natalis,AMENAT,1,Hybognathus Amarus Population Monitoring
RKD17-171,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13,354772,3905355,10/5/2017,201710,473.7,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,68,Hybognathus Amarus Population Monitoring
